Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44,EloHome,EloAway
I1,21/03/04,Chievo,Siena,1,1,D,0,0,D,1.8,3.0,4.333,1.85,3.0,4.4,1.9,2.7,4.2,1.8,2.875,4.5,1.8,3.0,4.5,1.8,3.0,4.5,1.83,2.87,4.33,1.9,1.79,2.05,1.75,2.15,1.73,-0.75,2.1,1.75,-0.75,1.8,2.1,-0.5,,1723.52,1650.64
I1,21/03/04,Empoli,Sampdoria,1,1,D,0,1,A,2.5,2.875,2.75,2.5,2.8,2.9,2.4,2.7,2.9,2.375,2.75,3.0,2.5,2.8,2.8,2.5,2.8,2.8,2.5,2.75,2.8,2.05,1.65,2.2,1.65,1.77,2.1,0.0,1.8,2.05,0.0,1.85,2.05,0.0,,1646.53,1721.81
I1,21/03/04,Lecce,Perugia,1,2,A,0,1,A,2.0,3.0,3.5,2.15,2.85,3.5,2.1,2.7,3.5,2.0,2.875,3.6,2.0,3.0,3.5,2.0,3.0,3.5,1.9,2.87,4.0,1.9,1.8,2.05,1.75,1.83,2.05,-0.25,1.8,2.05,-0.25,1.775,2.125,-0.25,,1665.73,1647.7
I1,21/03/04,Modena,Reggina,1,2,A,0,2,A,2.0,3.0,3.5,2.1,2.8,3.7,2.1,2.7,3.5,2.0,2.6,4.333,2.1,2.88,3.4,2.1,2.87,3.4,2.1,2.8,3.4,2.05,1.65,2.1,1.7,2.1,1.59,-0.5,2.1,1.75,-0.5,1.8,2.1,-0.25,,1652.1,1654.57
I1,25/03/04,Bologna,Lazio,2,1,H,1,1,D,2.87,3.0,2.25,2.87,3.0,2.25,2.9,2.7,2.4,2.62,2.88,2.5,2.8,3.0,2.38,2.75,3.0,2.38,3.1,2.87,2.2,2.0,1.71,,,1.5,2.3,0.5,1.85,2.0,0.25,1.8,2.1,0.25,,1678.35,1817.38
I1,28/03/04,Brescia,Ancona,5,2,H,3,2,H,1.3,4.333,8.5,1.33,4.2,10.5,1.3,4.2,8.0,1.364,3.6,9.0,1.33,4.2,8.0,1.33,4.2,8.0,1.2,5.0,11.0,1.79,1.9,1.8,2.0,1.92,1.92,-1.5,,,,2.0,1.9,-1.5,,1697.51,1508.99
I1,28/03/04,Juventus,Modena,3,1,H,0,0,D,1.286,4.5,8.5,1.3,4.25,12.0,1.3,4.2,8.0,1.3,4.0,10.0,1.25,4.75,10.0,1.25,4.75,10.0,1.16,5.5,12.0,1.79,1.9,1.85,1.95,2.0,1.85,-1.5,2.0,1.85,-1.5,2.0,1.9,-1.5,,1921.61,1636.18
I1,28/03/04,Milan,Chievo,2,2,D,0,2,A,1.286,4.5,8.5,1.33,4.2,10.5,1.3,4.2,8.0,1.222,5.0,10.0,1.3,4.33,8.5,1.3,4.33,8.5,1.22,5.0,9.5,1.85,1.85,1.85,1.95,1.8,2.05,-1.25,1.8,2.05,-1.25,1.8,2.1,-1.25,,1940.23,1717.77
I1,28/03/04,Parma,Empoli,4,0,H,1,0,H,1.727,3.0,5.0,1.76,3.2,4.85,1.7,3.0,4.6,1.727,2.875,5.0,1.7,3.1,5.0,1.7,3.1,5.0,1.66,3.1,5.0,1.95,1.75,2.0,1.8,1.76,1.93,-0.5,1.8,2.05,-0.5,1.825,2.075,-0.5,,1782.34,1645.64
I1,28/03/04,Perugia,Lazio,1,2,A,0,1,A,3.0,3.0,2.25,3.15,2.95,2.25,3.1,2.8,2.2,2.875,3.0,2.25,3.0,3.0,2.25,3.0,3.0,2.25,3.2,2.8,2.2,1.95,1.75,2.0,1.8,1.52,2.25,0.5,1.85,2.0,0.25,1.875,2.025,0.25,,1664.29,1803.48
I1,28/03/04,Reggina,Inter,0,2,A,0,1,A,3.2,2.875,2.2,3.2,3.15,2.2,3.1,2.8,2.2,2.875,3.0,2.25,3.25,3.0,2.1,3.25,3.0,2.1,3.3,2.87,2.1,2.0,1.71,2.1,1.7,1.95,1.9,0.25,1.95,1.9,0.25,2.0,1.9,0.25,,1670.49,1785.37
I1,28/03/04,Roma,Bologna,1,2,A,1,1,D,1.364,4.333,9.0,1.33,4.2,10.5,1.25,4.5,9.0,1.364,3.75,8.0,1.3,4.33,8.5,1.3,4.33,8.5,1.25,4.5,10.0,1.85,1.85,1.9,1.9,1.95,1.9,-1.25,1.95,1.9,-1.25,1.925,1.975,-1.25,,1881.12,1692.25
I1,28/03/04,Sampdoria,Lecce,2,2,D,2,1,H,1.8,3.0,4.333,1.8,3.1,4.8,1.7,3.0,4.5,1.727,2.875,5.0,1.8,3.0,4.5,1.8,3.0,4.5,1.72,2.9,5.0,1.9,1.79,2.0,1.8,1.8,1.89,-0.5,1.9,1.95,-0.5,1.925,1.975,-0.5,,1722.7,1649.14
I1,28/03/04,Siena,Udinese,1,0,H,1,0,H,2.5,2.75,2.875,2.55,2.95,2.8,2.6,2.8,2.6,2.5,2.75,2.75,2.5,2.8,2.8,2.5,2.8,2.8,2.6,2.8,2.6,2.0,1.71,2.05,1.75,1.8,2.05,0.0,2.05,1.8,-0.25,2.125,1.775,-0.25,,1656.39,1766.28
I1,04/04/04,Ancona,Sampdoria,0,1,A,0,1,A,5.5,3.4,1.533,6.1,3.4,1.55,4.6,3.4,1.6,,,,5.0,3.2,1.67,5.5,3.2,1.61,6.5,3.1,1.53,1.9,1.79,,,,,,,,,,,,,1505.0,1716.93
I1,04/04/04,Bologna,Reggina,2,2,D,1,2,A,1.8,3.0,4.333,1.82,2.9,4.7,1.9,2.7,4.2,1.727,2.875,5.0,1.83,2.88,4.5,1.83,2.87,4.5,1.8,2.7,5.0,1.85,1.85,1.95,1.85,1.82,1.79,-0.5,1.95,1.9,-0.5,1.95,1.95,-0.5,,1713.27,1658.53
I1,04/04/04,Chievo,Parma,0,2,A,0,1,A,2.3,3.0,2.875,2.35,2.9,3.0,2.6,2.8,2.6,2.4,2.8,2.875,2.4,2.8,2.9,2.4,2.8,2.9,2.5,2.75,2.8,1.79,1.9,2.0,1.8,2.1,1.77,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25,,1726.89,1787.44
I1,04/04/04,Empoli,Perugia,1,0,H,0,0,D,2.2,3.0,3.1,2.2,3.0,3.1,2.2,2.8,3.1,2.2,3.0,3.0,2.25,2.8,3.2,2.25,2.8,3.2,2.25,3.0,2.87,2.0,1.71,2.0,1.8,2.0,1.85,-0.25,1.95,1.9,-0.25,2.025,1.875,-0.25,,1640.54,1653.19
I1,04/04/04,Inter,Juventus,3,2,H,2,1,H,2.625,3.0,2.75,2.55,2.85,2.75,2.6,2.8,2.6,2.5,2.875,2.625,2.5,2.8,2.8,2.5,2.8,2.8,2.5,2.9,2.62,1.85,1.85,2.0,1.8,1.91,1.93,0.0,1.9,1.95,0.0,1.925,1.975,0.0,,1797.33,1924.06
I1,04/04/04,Lazio,Siena,5,2,H,3,2,H,1.364,3.75,8.5,1.4,3.7,8.3,1.45,3.6,5.8,1.4,3.5,8.0,1.36,3.75,8.5,1.36,3.75,8.5,1.36,3.75,8.0,1.65,2.05,1.8,2.0,1.8,2.05,-1.0,1.75,2.1,-1.0,2.1,1.8,-1.25,,1814.58,1669.25
I1,04/04/04,Lecce,Roma,0,3,A,0,0,D,4.5,3.2,1.833,4.3,3.0,1.85,4.0,3.0,1.8,3.75,3.0,1.909,4.0,3.1,1.83,4.0,3.1,1.83,4.2,3.0,1.8,1.85,1.85,2.1,1.7,,,,2.0,1.85,0.5,2.025,1.875,0.5,,1654.91,1860.1
I1,04/04/04,Modena,Milan,1,1,D,0,1,A,5.5,3.25,1.571,5.8,3.25,1.6,4.2,3.1,1.75,6.0,3.0,1.615,5.5,3.2,1.62,5.5,3.2,1.61,5.5,3.3,1.57,1.71,2.0,1.95,1.85,2.0,1.85,0.75,1.95,1.9,0.75,2.0,1.9,0.75,,1633.73,1931.11
I1,04/04/04,Udinese,Brescia,4,3,H,3,1,H,1.909,2.9,4.0,1.95,2.8,4.25,1.9,2.7,4.2,1.833,2.875,4.333,1.91,2.9,4.0,1.9,2.9,4.0,1.9,2.75,4.2,1.85,1.85,2.05,1.75,,,,2.05,1.8,-0.5,2.1,1.8,-0.5,,1753.42,1701.5
I1,10/04/04,Ancona,Bologna,3,2,H,1,1,D,,,,6.6,3.5,1.5,,,,6.5,3.0,1.571,6.0,3.4,1.53,6.0,3.4,1.53,6.5,3.6,1.44,1.85,1.85,,,1.77,2.1,1.0,,,,,,,,1496.39,1708.04
I1,10/04/04,Brescia,Modena,0,0,D,0,0,D,1.833,2.875,4.5,1.9,2.65,5.0,1.9,2.7,4.2,1.8,2.875,4.5,1.8,2.88,4.75,1.8,2.87,4.75,1.9,2.62,4.5,1.85,1.85,1.9,1.9,1.73,-0.5,,1.95,1.9,-0.5,2.025,1.875,-0.5,,1694.14,1640.15
I1,10/04/04,Juventus,Lazio,1,0,H,0,0,D,2.1,3.1,3.6,2.05,3.0,3.6,2.1,2.7,3.5,2.0,2.875,3.6,1.91,3.1,3.75,1.9,3.1,3.75,1.9,3.0,3.75,1.71,2.0,1.95,1.85,1.8,2.05,-0.25,2.05,1.8,-0.5,1.8,2.1,-0.25,,1910.6,1819.48
I1,10/04/04,Milan,Empoli,1,0,H,0,0,D,1.2,5.5,10.0,1.25,5.0,10.0,1.22,4.8,9.5,1.25,4.5,10.0,1.2,5.2,11.0,1.2,5.2,11.0,1.2,5.0,11.0,1.75,1.95,1.75,2.05,2.0,1.85,-1.5,2.0,1.85,-1.5,1.975,1.925,-1.5,,1924.69,1649.96
I1,10/04/04,Parma,Lecce,3,1,H,2,0,H,1.727,3.0,5.0,1.7,3.2,5.0,1.75,3.1,4.2,1.727,3.2,4.333,1.67,3.2,5.0,1.66,3.2,5.0,1.66,3.1,5.0,1.75,1.95,1.85,1.95,2.0,1.85,-0.75,1.8,2.05,-0.5,1.85,2.05,-0.5,,1801.35,1646.08
I1,10/04/04,Reggina,Udinese,0,1,A,0,0,D,2.375,2.875,2.875,2.5,2.7,3.0,2.4,2.8,2.8,2.375,2.8,2.875,2.4,2.8,2.9,2.4,2.8,2.9,2.4,2.75,2.9,,,2.1,1.7,2.1,1.77,-0.25,2.05,1.8,-0.25,2.125,1.775,-0.25,,1663.76,1760.78
I1,10/04/04,Roma,Chievo,3,1,H,1,1,D,1.571,3.4,7.0,1.57,3.25,6.0,1.5,3.5,5.4,1.5,3.4,6.0,1.57,3.4,5.5,1.57,3.4,5.5,1.5,3.3,6.5,1.75,1.95,2.0,1.8,2.05,1.8,-1.0,2.05,1.8,-1.0,2.1,1.8,-1.0,,1868.93,1712.98
I1,10/04/04,Siena,Sampdoria,0,0,D,0,0,D,2.25,2.8,3.2,2.4,2.63,3.25,2.4,2.6,3.0,2.375,2.75,3.0,2.38,2.8,3.0,2.37,2.8,3.0,2.4,2.7,3.0,2.05,1.65,2.1,1.7,2.1,1.77,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25,,1664.35,1725.54
I1,11/04/04,Perugia,Inter,2,3,A,0,1,A,3.75,3.2,2.0,3.6,3.0,2.05,3.6,2.8,2.0,3.5,3.2,1.909,3.75,2.88,2.0,3.75,2.87,2.0,3.75,3.0,1.9,1.75,1.95,1.85,1.95,2.05,1.8,0.25,2.05,1.8,0.25,2.05,1.85,0.25,,1643.77,1810.79
I1,17/04/04,Lecce,Udinese,2,1,H,1,1,D,2.5,3.0,2.625,2.35,2.9,3.0,2.4,3.0,2.6,2.38,2.88,2.8,2.5,2.88,2.75,2.5,2.87,2.75,2.4,2.8,2.87,1.95,1.75,2.1,1.7,2.05,1.8,-0.25,2.0,1.85,-0.25,2.05,1.85,-0.25,,1641.4,1773.39
I1,17/04/04,Siena,Milan,1,2,A,1,1,D,5.0,3.1,1.8,4.85,3.15,1.73,4.6,3.0,1.7,5.0,2.88,1.73,4.5,3.1,1.73,4.5,3.2,1.72,5.5,2.9,1.66,1.95,1.75,2.0,1.8,1.85,2.0,0.75,1.8,2.05,0.75,1.875,2.025,0.75,,1662.96,1927.28
I1,18/04/04,Chievo,Reggina,0,0,D,0,0,D,2.1,2.375,4.5,,,,,,,2.25,2.0,5.5,,,,2.0,2.62,4.2,,,,,,,,2.15,1.58,-0.5,1.95,1.9,-0.25,1.85,2.05,-0.25,,1708.32,1651.15
I1,18/04/04,Empoli,Brescia,1,1,D,0,1,A,2.25,2.75,3.25,2.3,2.7,3.4,2.1,2.7,3.5,2.2,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.25,2.2,2.6,3.5,2.0,1.7,2.1,1.7,2.05,1.8,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25,,1647.37,1688.94
I1,18/04/04,Inter,Bologna,4,2,H,1,0,H,1.444,3.6,7.0,1.45,3.6,7.5,1.35,3.8,7.5,1.5,3.25,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.36,3.75,8.0,1.71,2.0,1.8,2.0,2.0,1.85,-1.0,1.95,1.9,-1.0,2.05,1.85,-1.0,,1820.91,1691.66
I1,18/04/04,Lazio,Ancona,4,2,H,1,1,D,,,,1.12,7.5,15.0,1.12,6.0,15.0,1.12,6.0,13.0,1.1,6.5,17.0,1.08,7.0,21.0,1.07,8.0,15.0,1.45,2.5,,,,,,,,,,,,,1813.24,1512.77
I1,18/04/04,Modena,Roma,0,1,A,0,0,D,4.5,3.2,1.727,4.85,3.15,1.73,4.4,3.0,1.75,4.33,3.2,1.73,4.5,3.2,1.73,4.5,3.2,1.72,5.0,2.9,1.72,1.95,1.75,2.0,1.8,1.85,2.0,0.75,1.9,1.95,0.75,1.85,2.05,0.75,,1645.35,1873.59
I1,18/04/04,Parma,Juventus,2,2,D,1,0,H,2.75,3.0,2.4,2.8,3.0,2.45,2.8,2.9,2.3,2.5,2.88,2.62,2.6,2.88,2.6,2.6,2.87,2.6,2.75,2.9,2.4,1.85,1.85,1.85,1.95,2.05,1.8,0.0,2.05,1.8,0.0,2.075,1.825,0.0,,1806.03,1916.84
I1,18/04/04,Sampdoria,Perugia,3,2,H,2,0,H,1.615,3.4,5.0,1.67,3.3,5.0,1.7,3.2,4.2,1.67,3.25,4.5,1.7,3.25,4.5,1.7,3.25,4.5,1.57,3.3,5.5,1.85,1.85,1.85,1.95,1.67,1.99,-0.5,1.8,2.05,-0.5,1.85,2.05,-0.5,,1726.93,1633.65
I1,21/04/04,Lazio,Roma,1,1,D,1,0,H,2.75,3.0,2.375,2.95,2.95,2.35,2.9,2.7,2.4,2.75,3.0,2.38,2.75,3.0,2.38,2.87,2.87,2.37,2.8,2.9,2.37,1.85,1.85,,,2.05,1.8,0.0,2.05,1.8,0.0,2.125,1.775,0.0,,1815.51,1881.67
I1,25/04/04,Ancona,Chievo,0,2,A,0,0,D,,,,5.5,3.15,1.65,,,,,,,,,,4.33,3.2,1.73,5.0,3.3,1.61,,,,,,,,,,,,,,,1510.5,1703.02
I1,25/04/04,Bologna,Siena,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686.39,1655.97
I1,25/04/04,Brescia,Perugia,1,1,D,1,1,D,,,,,,,,,,1.73,3.2,4.33,,,,,,,,,,,,,,,,,1.7,2.15,-0.5,,,,,1691.02,1627.47
I1,25/04/04,Inter,Lazio,0,0,D,0,0,D,2.1,3.0,3.2,2.05,3.0,3.65,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,1.75,1.95,1.95,1.85,1.9,1.95,-0.5,1.95,1.9,-0.5,1.95,1.95,-0.5,,1826.18,1814.3
I1,25/04/04,Juventus,Lecce,3,4,A,1,3,A,1.28,4.5,8.0,1.3,4.4,9.5,1.3,4.0,8.5,1.25,4.5,10.0,1.3,4.33,8.5,1.3,4.33,8.5,1.3,4.33,8.0,1.65,2.05,1.75,2.05,1.9,1.95,-1.25,1.85,2.0,-1.25,1.875,2.025,-1.25,,1916.45,1655.05
I1,25/04/04,Modena,Sampdoria,1,0,H,0,0,D,,,,2.5,2.5,3.3,,,,2.38,2.75,3.0,2.4,2.5,3.2,2.4,2.5,3.2,2.5,2.62,2.9,,,,,2.1,1.77,-0.5,2.0,1.85,-0.5,,,,,1637.27,1733.11
I1,25/04/04,Reggina,Parma,1,1,D,0,1,A,,,,2.7,2.5,3.0,2.8,2.6,2.6,2.8,2.88,2.38,2.62,2.5,2.75,2.62,2.5,2.8,2.8,2.5,2.7,2.0,1.71,,,1.92,1.92,0.0,1.9,1.95,0.0,,,,,1656.45,1806.42
I1,25/04/04,Roma,Empoli,3,0,H,1,0,H,1.3,4.33,8.0,1.35,3.75,10.5,1.35,4.0,7.0,1.33,3.75,9.0,,,,1.33,4.33,7.5,1.3,4.33,8.0,1.71,2.0,1.9,1.9,1.9,1.95,-1.25,1.95,1.9,-1.25,2.0,1.9,-1.25,,1882.88,1645.29
I1,25/04/04,Udinese,Milan,0,0,D,0,0,D,,,,4.25,2.65,2.05,3.6,2.6,2.1,3.4,2.62,2.25,,,,3.4,2.62,2.25,3.5,2.6,2.2,2.0,1.71,,,1.7,2.05,0.5,1.85,2.0,0.5,,,,,1759.74,1934.27
I1,02/05/04,Chievo,Modena,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.27,1649.62
I1,02/05/04,Empoli,Bologna,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.16,1694.41
I1,02/05/04,Lazio,Reggina,1,1,D,1,0,H,1.36,4.0,7.0,1.35,3.8,7.4,1.4,3.9,6.0,1.44,3.4,7.0,1.44,3.75,6.0,1.36,3.75,8.0,1.44,3.75,6.0,1.79,1.9,,,1.35,2.51,-0.5,1.8,2.05,-1.0,1.8,2.1,-1.0,,1818.19,1658.24
I1,02/05/04,Lecce,Inter,2,1,H,0,1,A,3.6,2.87,2.0,3.5,2.85,2.0,3.6,3.0,1.9,3.2,2.8,2.2,3.25,2.9,2.1,3.6,2.87,2.0,3.25,2.9,2.1,1.71,2.0,,,1.57,2.0,0.5,1.95,1.9,0.25,2.05,1.85,0.25,,1677.27,1822.29
I1,02/05/04,Milan,Roma,1,0,H,1,0,H,2.25,2.87,3.5,2.2,2.95,3.25,2.1,2.9,3.2,2.0,3.0,3.4,2.2,2.88,3.2,2.2,2.87,3.1,2.2,2.88,3.2,1.85,1.85,2.0,1.8,1.95,1.9,-0.25,1.95,1.9,-0.25,2.0,1.9,-0.25,,1931.63,1886.01
I1,02/05/04,Parma,Ancona,3,1,H,3,1,H,,,,1.07,7.0,16.0,1.1,7.0,15.0,,,,1.1,6.5,15.0,1.07,7.5,17.0,1.1,6.5,15.0,,,,,,,,,,,,,,,1804.63,1501.25
I1,02/05/04,Perugia,Juventus,1,0,H,0,0,D,3.4,3.0,2.0,3.3,2.85,2.05,3.1,3.0,2.1,2.8,3.2,2.2,3.4,3.0,2.0,3.4,2.8,2.1,3.4,3.0,2.0,1.65,2.05,,,1.53,2.05,0.5,,,,,,,,1632.95,1894.23
I1,02/05/04,Sampdoria,Udinese,1,3,A,0,1,A,2.1,2.8,3.4,2.08,2.7,3.45,2.1,2.7,3.5,2.0,3.0,3.4,2.2,2.75,3.25,2.1,2.75,3.5,2.2,2.75,3.25,1.9,1.79,,,2.08,1.51,-0.5,1.95,1.9,-0.25,,,,,1720.76,1762.38
I1,02/05/04,Siena,Brescia,0,1,A,0,0,D,,,,,,,2.3,2.4,3.4,,,,2.25,2.5,3.6,2.1,2.4,4.25,2.25,2.38,4.0,,,,,2.22,1.45,-0.5,,,,,,,,1647.95,1685.54
I1,09/05/04,Ancona,Empoli,2,1,H,1,0,H,2.6,2.8,2.6,2.7,2.7,2.5,2.8,2.8,2.2,,,,,,,,,,2.9,2.85,2.25,,,,,,,,,,,,,,,1499.02,1652.95
I1,09/05/04,Bologna,Lecce,1,1,D,1,0,H,2.1,2.5,4.0,2.2,2.35,3.85,,,,2.1,2.5,4.0,,,,2.2,2.5,3.75,2.1,2.5,4.0,1.85,1.85,,,2.2,1.46,-0.5,1.9,1.95,-0.25,,,,,1683.62,1691.38
I1,09/05/04,Brescia,Lazio,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.26,1810.26
I1,09/05/04,Inter,Parma,1,0,H,0,0,D,1.9,3.2,4.0,1.8,3.2,3.85,1.9,3.0,3.6,2.0,3.0,3.4,1.83,3.1,4.0,1.85,3.1,4.0,1.83,3.0,4.0,1.79,1.9,1.85,1.95,1.8,1.75,-0.5,2.0,1.85,-0.5,,,,,1808.18,1806.86
I1,09/05/04,Juventus,Sampdoria,2,0,H,2,0,H,1.66,3.1,5.0,1.7,3.0,4.3,1.7,3.0,4.6,1.73,3.2,4.33,,,,1.67,3.1,5.0,1.66,3.1,5.0,1.9,1.79,,,1.7,1.77,-0.5,1.8,2.05,-0.75,,,,,1876.31,1706.18
I1,09/05/04,Modena,Siena,1,3,A,0,1,A,2.0,2.8,3.75,1.95,2.85,3.75,1.9,2.8,4.0,1.91,2.88,4.0,2.0,2.88,3.75,2.0,2.88,3.75,2.0,2.8,3.75,2.05,1.65,,,1.95,1.62,-0.5,,,,,,,,1642.58,1633.23
I1,09/05/04,Reggina,Milan,2,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.17,1939.18
I1,09/05/04,Roma,Perugia,1,3,A,1,2,A,,,,2.1,3.6,2.5,,,,,,,,,,,,,2.1,3.5,2.75,,,,,,,,,,,,,,,1878.46,1650.87
I1,09/05/04,Udinese,Chievo,1,1,D,1,1,D,,,,1.32,4.0,7.5,1.35,4.0,7.0,,,,,,,,,,1.3,4.2,8.5,,,,,,,,,,,,,,,1776.96,1719.31
I1,16/05/04,Chievo,Bologna,2,1,H,2,1,H,,,,2.1,2.25,4.5,1.9,2.5,4.3,2.2,2.375,4.0,,,,2.1,2.5,4.0,2.1,2.3,4.6,1.65,2.0,,,,,,,,,,,,,1724.62,1680.38
I1,16/05/04,Empoli,Inter,2,3,A,1,1,D,3.6,4.0,1.66,3.2,4.5,1.65,3.2,3.1,2.0,3.5,3.75,1.727,,,,3.4,4.0,1.73,3.6,4.0,1.66,1.71,1.95,1.85,1.95,1.87,1.65,0.5,,,,,,,,1638.53,1817.13
I1,16/05/04,Lazio,Modena,2,1,H,1,0,H,,,,1.85,4.5,2.65,,,,1.833,4.0,3.0,,,,1.83,4.33,2.8,1.9,4.2,2.75,1.55,2.2,,,,,,,,,,,,,1797.4,1626.27
I1,16/05/04,Lecce,Reggina,2,1,H,2,1,H,,,,2.05,2.25,4.8,1.9,2.6,4.4,1.909,2.625,4.5,,,,2.0,2.5,4.2,2.1,2.3,4.6,1.71,1.95,,,,,,,,,,,,,1694.62,1684.43
I1,16/05/04,Milan,Brescia,4,2,H,2,0,H,1.53,3.0,7.0,1.55,2.85,7.0,1.9,2.4,5.5,1.571,2.75,8.0,1.53,2.88,8.5,1.53,2.9,8.0,1.5,2.8,10.0,1.65,2.0,1.8,2.0,,,,,,,,,,,1920.92,1713.12
I1,16/05/04,Parma,Udinese,4,3,H,0,0,D,,,,1.35,3.4,8.5,1.25,4.5,9.0,1.3,4.0,9.0,,,,1.4,3.75,7.0,1.44,3.2,8.5,1.65,2.0,,,,,,,,,,,,,1797.91,1771.65
I1,16/05/04,Perugia,Ancona,1,0,H,0,0,D,,,,,,,1.25,4.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.58,1513.44
I1,16/05/04,Sampdoria,Roma,0,0,D,0,0,D,,,,2.0,2.8,3.5,2.3,2.8,2.9,1.8,3.25,3.75,,,,,,,,,,1.65,2.0,,,,,,,,,,,,,1701.82,1856.75
I1,16/05/04,Siena,Juventus,1,3,A,1,2,A,,,,2.65,2.45,2.85,2.8,2.8,2.4,2.75,3.0,2.375,,,,,,,2.6,2.5,2.9,1.71,1.95,,,,,,,,,,,,,1649.54,1880.67
