season,file,round,round_start,window_days,matches,correct,accuracy
2007-08,EC_elo.csv,32,2008-02-12,1825,12,6,0.5
2007-08,EC_elo.csv,33,2008-02-16,1825,12,4,0.3333333333333333
2007-08,EC_elo.csv,34,2008-02-23,1825,12,4,0.3333333333333333
2007-08,EC_elo.csv,35,2008-03-01,1825,11,4,0.36363636363636365
2007-08,EC_elo.csv,36,2008-03-08,1825,12,7,0.5833333333333334
2007-08,EC_elo.csv,37,2008-03-11,1825,14,8,0.5714285714285714
2007-08,EC_elo.csv,38,2008-03-15,1825,13,6,0.46153846153846156
2007-08,EC_elo.csv,39,2008-03-21,1825,11,8,0.7272727272727273
2007-08,EC_elo.csv,40,2008-03-24,1825,12,8,0.6666666666666666
2007-08,EC_elo.csv,41,2008-03-29,1825,13,5,0.38461538461538464
2007-08,EC_elo.csv,42,2008-04-01,1825,12,5,0.4166666666666667
2007-08,EC_elo.csv,43,2008-04-08,1825,16,9,0.5625
2007-08,EC_elo.csv,44,2008-04-12,1825,12,5,0.4166666666666667
2007-08,EC_elo.csv,45,2008-04-19,1825,14,8,0.5714285714285714
2007-08,EC_elo.csv,46,2008-04-26,1825,12,5,0.4166666666666667
2008-09,EC_elo.csv,1,2008-08-08,1825,12,3,0.25
2008-09,EC_elo.csv,2,2008-08-12,1825,12,5,0.4166666666666667
2008-09,EC_elo.csv,3,2008-08-16,1825,12,6,0.5
2008-09,EC_elo.csv,4,2008-08-21,1825,12,9,0.75
2008-09,EC_elo.csv,5,2008-08-25,1825,12,2,0.16666666666666666
2008-09,EC_elo.csv,6,2008-08-28,1825,12,6,0.5
2008-09,EC_elo.csv,7,2008-09-02,1825,12,6,0.5
2008-09,EC_elo.csv,8,2008-09-06,1825,12,6,0.5
2008-09,EC_elo.csv,9,2008-09-11,1825,12,7,0.5833333333333334
2008-09,EC_elo.csv,10,2008-09-20,1825,12,6,0.5
2008-09,EC_elo.csv,11,2008-09-22,1825,12,3,0.25
2008-09,EC_elo.csv,12,2008-09-27,1825,12,4,0.3333333333333333
2008-09,EC_elo.csv,13,2008-10-04,1825,12,6,0.5
2008-09,EC_elo.csv,14,2008-10-06,1825,12,4,0.3333333333333333
2008-09,EC_elo.csv,15,2008-10-11,1825,11,8,0.7272727272727273
2008-09,EC_elo.csv,16,2008-10-16,1825,12,7,0.5833333333333334
2008-09,EC_elo.csv,17,2008-10-30,1825,12,8,0.6666666666666666
2008-09,EC_elo.csv,18,2008-11-08,1825,10,6,0.6
2008-09,EC_elo.csv,19,2008-11-15,1825,11,6,0.5454545454545454
2008-09,EC_elo.csv,20,2008-11-18,1825,11,5,0.45454545454545453
2008-09,EC_elo.csv,21,2008-11-22,1825,10,5,0.5
2008-09,EC_elo.csv,22,2008-11-29,1825,14,6,0.42857142857142855
2008-09,EC_elo.csv,23,2008-12-06,1825,11,5,0.45454545454545453
2008-09,EC_elo.csv,24,2008-12-09,1825,14,8,0.5714285714285714
2008-09,EC_elo.csv,25,2008-12-20,1825,9,5,0.5555555555555556
2008-09,EC_elo.csv,26,2008-12-26,1825,10,5,0.5
2008-09,EC_elo.csv,27,2009-01-01,1825,10,5,0.5
2008-09,EC_elo.csv,28,2009-01-03,1825,12,9,0.75
2008-09,EC_elo.csv,29,2009-01-17,1825,12,5,0.4166666666666667
2008-09,EC_elo.csv,30,2009-01-24,1825,14,6,0.42857142857142855
2008-09,EC_elo.csv,31,2009-01-27,1825,12,7,0.5833333333333334
2008-09,EC_elo.csv,32,2009-02-14,1825,10,5,0.5
2008-09,EC_elo.csv,33,2009-02-21,1825,12,10,0.8333333333333334
2008-09,EC_elo.csv,34,2009-02-24,1825,13,5,0.38461538461538464
2008-09,EC_elo.csv,35,2009-02-28,1825,12,2,0.16666666666666666
2008-09,EC_elo.csv,36,2009-03-07,1825,12,9,0.75
2008-09,EC_elo.csv,37,2009-03-10,1825,15,7,0.4666666666666667
2008-09,EC_elo.csv,38,2009-03-14,1825,11,6,0.5454545454545454
2008-09,EC_elo.csv,39,2009-03-17,1825,12,8,0.6666666666666666
2008-09,EC_elo.csv,40,2009-03-28,1825,12,8,0.6666666666666666
2008-09,EC_elo.csv,41,2009-03-31,1825,14,4,0.2857142857142857
2008-09,EC_elo.csv,42,2009-04-04,1825,12,5,0.4166666666666667
2008-09,EC_elo.csv,43,2009-04-11,1825,15,7,0.4666666666666667
2008-09,EC_elo.csv,44,2009-04-13,1825,12,6,0.5
2008-09,EC_elo.csv,45,2009-04-17,1825,15,11,0.7333333333333333
2008-09,EC_elo.csv,46,2009-04-26,1825,12,4,0.3333333333333333
2009-10,EC_elo.csv,1,2009-08-08,1825,11,4,0.36363636363636365
2009-10,EC_elo.csv,2,2009-08-11,1825,11,6,0.5454545454545454
2009-10,EC_elo.csv,3,2009-08-15,1825,11,3,0.2727272727272727
2009-10,EC_elo.csv,4,2009-08-18,1825,11,6,0.5454545454545454
2009-10,EC_elo.csv,5,2009-08-22,1825,11,6,0.5454545454545454
2009-10,EC_elo.csv,6,2009-08-25,1825,11,5,0.45454545454545453
2009-10,EC_elo.csv,7,2009-08-29,1825,12,2,0.16666666666666666
2009-10,EC_elo.csv,8,2009-09-05,1825,11,5,0.45454545454545453
2009-10,EC_elo.csv,9,2009-09-08,1825,11,6,0.5454545454545454
2009-10,EC_elo.csv,10,2009-09-12,1825,12,7,0.5833333333333334
2009-10,EC_elo.csv,11,2009-09-19,1825,11,4,0.36363636363636365
2009-10,EC_elo.csv,12,2009-09-22,1825,12,5,0.4166666666666667
2009-10,EC_elo.csv,13,2009-09-26,1825,11,9,0.8181818181818182
2009-10,EC_elo.csv,14,2009-09-29,1825,11,4,0.36363636363636365
2009-10,EC_elo.csv,15,2009-10-03,1825,12,6,0.5
2009-10,EC_elo.csv,16,2009-10-10,1825,13,5,0.38461538461538464
2009-10,EC_elo.csv,17,2009-10-17,1825,10,3,0.3
2009-10,EC_elo.csv,18,2009-10-31,1825,11,5,0.45454545454545453
2009-10,EC_elo.csv,19,2009-11-14,1825,12,3,0.25
2009-10,EC_elo.csv,20,2009-11-21,1825,8,3,0.375
2009-10,EC_elo.csv,21,2009-11-24,1825,11,6,0.5454545454545454
2009-10,EC_elo.csv,22,2009-11-28,1825,12,3,0.25
2009-10,EC_elo.csv,23,2009-12-01,1825,9,3,0.3333333333333333
2009-10,EC_elo.csv,24,2009-12-05,1825,12,6,0.5
2009-10,EC_elo.csv,25,2009-12-26,1825,13,7,0.5384615384615384
2009-10,EC_elo.csv,26,2009-12-28,1825,8,4,0.5
2009-10,EC_elo.csv,27,2010-01-01,1825,12,6,0.5
2009-10,EC_elo.csv,28,2010-01-16,1825,10,3,0.3
2009-10,EC_elo.csv,29,2010-01-19,1825,12,8,0.6666666666666666
2009-10,EC_elo.csv,30,2010-01-23,1825,14,9,0.6428571428571429
2009-10,EC_elo.csv,31,2010-01-30,1825,11,7,0.6363636363636364
2009-10,EC_elo.csv,32,2010-02-09,1825,12,4,0.3333333333333333
2009-10,EC_elo.csv,33,2010-02-13,1825,11,5,0.45454545454545453
2009-10,EC_elo.csv,34,2010-02-20,1825,12,9,0.75
2009-10,EC_elo.csv,35,2010-02-27,1825,13,4,0.3076923076923077
2009-10,EC_elo.csv,36,2010-03-02,1825,12,3,0.25
2009-10,EC_elo.csv,37,2010-03-06,1825,13,8,0.6153846153846154
2009-10,EC_elo.csv,38,2010-03-13,1825,12,7,0.5833333333333334
2009-10,EC_elo.csv,39,2010-03-20,1825,14,7,0.5
2009-10,EC_elo.csv,40,2010-04-02,1825,11,6,0.5454545454545454
2009-10,EC_elo.csv,41,2010-04-05,1825,11,6,0.5454545454545454
2009-10,EC_elo.csv,42,2010-04-10,1825,12,5,0.4166666666666667
2009-10,EC_elo.csv,43,2010-04-17,1825,14,9,0.6428571428571429
2009-10,EC_elo.csv,44,2010-04-20,1825,12,3,0.25
2010-11,EC_elo.csv,1,2010-08-14,1825,12,7,0.5833333333333334
2010-11,EC_elo.csv,2,2010-08-17,1825,12,5,0.4166666666666667
2010-11,EC_elo.csv,3,2010-08-21,1825,12,3,0.25
2010-11,EC_elo.csv,4,2010-08-24,1825,12,3,0.25
2010-11,EC_elo.csv,5,2010-08-28,1825,12,7,0.5833333333333334
2010-11,EC_elo.csv,6,2010-08-30,1825,11,4,0.36363636363636365
2010-11,EC_elo.csv,7,2010-09-04,1825,13,3,0.23076923076923078
2010-11,EC_elo.csv,8,2010-09-11,1825,12,9,0.75
2010-11,EC_elo.csv,9,2010-09-17,1825,12,6,0.5
2010-11,EC_elo.csv,10,2010-09-21,1825,12,6,0.5
2010-11,EC_elo.csv,11,2010-09-25,1825,12,6,0.5
2010-11,EC_elo.csv,12,2010-09-27,1825,12,7,0.5833333333333334
2010-11,EC_elo.csv,13,2010-10-02,1825,12,5,0.4166666666666667
2010-11,EC_elo.csv,14,2010-10-05,1825,11,4,0.36363636363636365
2010-11,EC_elo.csv,15,2010-10-09,1825,11,5,0.45454545454545453
2010-11,EC_elo.csv,16,2010-10-16,1825,13,5,0.38461538461538464
2010-11,EC_elo.csv,17,2010-10-29,1825,13,2,0.15384615384615385
2010-11,EC_elo.csv,18,2010-11-06,1825,10,4,0.4
2010-11,EC_elo.csv,19,2010-11-13,1825,12,2,0.16666666666666666
2010-11,EC_elo.csv,20,2010-11-20,1825,13,8,0.6153846153846154
2010-11,EC_elo.csv,21,2010-11-25,1825,7,2,0.2857142857142857
2010-11,EC_elo.csv,22,2010-12-07,1825,12,6,0.5
2010-11,EC_elo.csv,23,2010-12-28,1825,9,6,0.6666666666666666
2010-11,EC_elo.csv,24,2011-01-01,1825,14,8,0.5714285714285714
2010-11,EC_elo.csv,25,2011-01-03,1825,13,5,0.38461538461538464
2010-11,EC_elo.csv,26,2011-01-08,1825,12,4,0.3333333333333333
2010-11,EC_elo.csv,27,2011-01-11,1825,11,6,0.5454545454545454
2010-11,EC_elo.csv,28,2011-01-22,1825,11,6,0.5454545454545454
2010-11,EC_elo.csv,29,2011-01-25,1825,12,5,0.4166666666666667
2010-11,EC_elo.csv,30,2011-01-29,1825,10,6,0.6
2010-11,EC_elo.csv,31,2011-02-05,1825,12,5,0.4166666666666667
2010-11,EC_elo.csv,32,2011-02-12,1825,14,6,0.42857142857142855
2010-11,EC_elo.csv,33,2011-02-15,1825,8,6,0.75
2010-11,EC_elo.csv,34,2011-02-19,1825,13,7,0.5384615384615384
2010-11,EC_elo.csv,35,2011-02-26,1825,9,6,0.6666666666666666
2010-11,EC_elo.csv,36,2011-03-01,1825,15,7,0.4666666666666667
2010-11,EC_elo.csv,37,2011-03-05,1825,14,3,0.21428571428571427
2010-11,EC_elo.csv,38,2011-03-12,1825,12,7,0.5833333333333334
2010-11,EC_elo.csv,39,2011-03-18,1825,15,9,0.6
2010-11,EC_elo.csv,40,2011-03-26,1825,12,4,0.3333333333333333
2010-11,EC_elo.csv,41,2011-04-02,1825,11,5,0.45454545454545453
2010-11,EC_elo.csv,42,2011-04-05,1825,16,9,0.5625
2010-11,EC_elo.csv,43,2011-04-09,1825,14,7,0.5
2010-11,EC_elo.csv,44,2011-04-16,1825,12,8,0.6666666666666666
2010-11,EC_elo.csv,45,2011-04-23,1825,13,8,0.6153846153846154
2010-11,EC_elo.csv,46,2011-04-30,1825,12,6,0.5
2011-12,EC_elo.csv,1,2011-08-12,1825,11,4,0.36363636363636365
2011-12,EC_elo.csv,2,2011-08-16,1825,12,7,0.5833333333333334
2011-12,EC_elo.csv,3,2011-08-19,1825,12,3,0.25
2011-12,EC_elo.csv,4,2011-08-23,1825,12,2,0.16666666666666666
2011-12,EC_elo.csv,5,2011-08-26,1825,12,6,0.5
2011-12,EC_elo.csv,6,2011-08-29,1825,12,5,0.4166666666666667
2011-12,EC_elo.csv,7,2011-09-02,1825,11,5,0.45454545454545453
2011-12,EC_elo.csv,8,2011-09-10,1825,14,6,0.42857142857142855
2011-12,EC_elo.csv,9,2011-09-17,1825,12,6,0.5
2011-12,EC_elo.csv,10,2011-09-20,1825,12,5,0.4166666666666667
2011-12,EC_elo.csv,11,2011-09-24,1825,12,3,0.25
2011-12,EC_elo.csv,12,2011-09-27,1825,12,5,0.4166666666666667
2011-12,EC_elo.csv,13,2011-10-01,1825,12,7,0.5833333333333334
2011-12,EC_elo.csv,14,2011-10-04,1825,11,4,0.36363636363636365
2011-12,EC_elo.csv,15,2011-10-08,1825,12,4,0.3333333333333333
2011-12,EC_elo.csv,16,2011-10-14,1825,12,7,0.5833333333333334
2011-12,EC_elo.csv,17,2011-10-18,1825,12,6,0.5
2011-12,EC_elo.csv,18,2011-10-21,1825,12,7,0.5833333333333334
2011-12,EC_elo.csv,19,2011-11-05,1825,12,4,0.3333333333333333
2011-12,EC_elo.csv,20,2011-11-12,1825,11,4,0.36363636363636365
2011-12,EC_elo.csv,21,2011-11-19,1825,12,5,0.4166666666666667
2011-12,EC_elo.csv,22,2011-11-26,1825,12,6,0.5
2011-12,EC_elo.csv,23,2011-11-29,1825,9,6,0.6666666666666666
2011-12,EC_elo.csv,24,2011-12-03,1825,13,6,0.46153846153846156
2011-12,EC_elo.csv,25,2011-12-06,1825,10,5,0.5
2011-12,EC_elo.csv,26,2011-12-17,1825,12,8,0.6666666666666666
2011-12,EC_elo.csv,27,2011-12-26,1825,14,10,0.7142857142857143
2011-12,EC_elo.csv,28,2012-01-05,1825,12,8,0.6666666666666666
2011-12,EC_elo.csv,29,2012-01-10,1825,12,8,0.6666666666666666
2011-12,EC_elo.csv,30,2012-01-21,1825,13,4,0.3076923076923077
2011-12,EC_elo.csv,31,2012-01-24,1825,12,7,0.5833333333333334
2011-12,EC_elo.csv,32,2012-01-28,1825,10,6,0.6
2011-12,EC_elo.csv,33,2012-02-11,1825,13,5,0.38461538461538464
2011-12,EC_elo.csv,34,2012-02-18,1825,10,6,0.6
2011-12,EC_elo.csv,35,2012-02-25,1825,14,7,0.5
2011-12,EC_elo.csv,36,2012-03-03,1825,11,4,0.36363636363636365
2011-12,EC_elo.csv,37,2012-03-06,1825,13,6,0.46153846153846156
2011-12,EC_elo.csv,38,2012-03-10,1825,9,5,0.5555555555555556
2011-12,EC_elo.csv,39,2012-03-17,1825,14,7,0.5
2011-12,EC_elo.csv,40,2012-03-24,1825,14,7,0.5
2011-12,EC_elo.csv,41,2012-03-31,1825,10,4,0.4
2011-12,EC_elo.csv,42,2012-04-06,1825,12,6,0.5
2011-12,EC_elo.csv,43,2012-04-09,1825,13,8,0.6153846153846154
2011-12,EC_elo.csv,44,2012-04-13,1825,14,5,0.35714285714285715
2011-12,EC_elo.csv,45,2012-04-20,1825,14,6,0.42857142857142855
2011-12,EC_elo.csv,46,2012-04-28,1825,12,6,0.5
2012-13,EC_elo.csv,1,2012-08-10,1825,12,3,0.25
2012-13,EC_elo.csv,2,2012-08-14,1825,12,3,0.25
2012-13,EC_elo.csv,3,2012-08-17,1825,12,7,0.5833333333333334
2012-13,EC_elo.csv,4,2012-08-24,1825,12,4,0.3333333333333333
2012-13,EC_elo.csv,5,2012-08-27,1825,12,4,0.3333333333333333
2012-13,EC_elo.csv,6,2012-09-01,1825,12,6,0.5
2012-13,EC_elo.csv,7,2012-09-04,1825,12,8,0.6666666666666666
2012-13,EC_elo.csv,8,2012-09-08,1825,12,6,0.5
2012-13,EC_elo.csv,9,2012-09-15,1825,12,4,0.3333333333333333
2012-13,EC_elo.csv,10,2012-09-21,1825,12,5,0.4166666666666667
2012-13,EC_elo.csv,11,2012-09-25,1825,10,4,0.4
2012-13,EC_elo.csv,12,2012-09-28,1825,13,5,0.38461538461538464
2012-13,EC_elo.csv,13,2012-10-06,1825,11,4,0.36363636363636365
2012-13,EC_elo.csv,14,2012-10-09,1825,12,5,0.4166666666666667
2012-13,EC_elo.csv,15,2012-10-13,1825,12,4,0.3333333333333333
2012-13,EC_elo.csv,16,2012-10-26,1825,11,1,0.09090909090909091
2012-13,EC_elo.csv,17,2012-11-03,1825,10,6,0.6
2012-13,EC_elo.csv,18,2012-11-06,1825,13,8,0.6153846153846154
2012-13,EC_elo.csv,19,2012-11-10,1825,14,5,0.35714285714285715
2012-13,EC_elo.csv,20,2012-11-17,1825,9,3,0.3333333333333333
2012-13,EC_elo.csv,21,2012-12-01,1825,10,4,0.4
2012-13,EC_elo.csv,22,2012-12-04,1825,12,7,0.5833333333333334
2012-13,EC_elo.csv,23,2012-12-08,1825,13,6,0.46153846153846156
2012-13,EC_elo.csv,24,2012-12-26,1825,9,4,0.4444444444444444
2012-13,EC_elo.csv,25,2012-12-29,1825,13,3,0.23076923076923078
2012-13,EC_elo.csv,26,2013-01-01,1825,13,6,0.46153846153846156
2012-13,EC_elo.csv,27,2013-01-05,1825,12,5,0.4166666666666667
2012-13,EC_elo.csv,28,2013-01-15,1825,13,7,0.5384615384615384
2012-13,EC_elo.csv,29,2013-01-19,1825,10,4,0.4
2012-13,EC_elo.csv,30,2013-01-29,1825,10,6,0.6
2012-13,EC_elo.csv,31,2013-02-02,1825,15,8,0.5333333333333333
2012-13,EC_elo.csv,32,2013-02-09,1825,12,7,0.5833333333333334
2012-13,EC_elo.csv,33,2013-02-12,1825,10,4,0.4
2012-13,EC_elo.csv,34,2013-02-16,1825,11,4,0.36363636363636365
2012-13,EC_elo.csv,35,2013-02-23,1825,11,5,0.45454545454545453
2012-13,EC_elo.csv,36,2013-03-02,1825,11,6,0.5454545454545454
2012-13,EC_elo.csv,37,2013-03-09,1825,13,8,0.6153846153846154
2012-13,EC_elo.csv,38,2013-03-12,1825,14,5,0.35714285714285715
2012-13,EC_elo.csv,39,2013-03-15,1825,14,8,0.5714285714285714
2012-13,EC_elo.csv,40,2013-03-19,1825,11,5,0.45454545454545453
2012-13,EC_elo.csv,41,2013-03-23,1825,12,4,0.3333333333333333
2012-13,EC_elo.csv,42,2013-03-30,1825,13,7,0.5384615384615384
2012-13,EC_elo.csv,43,2013-04-01,1825,13,3,0.23076923076923078
2012-13,EC_elo.csv,44,2013-04-06,1825,14,8,0.5714285714285714
2012-13,EC_elo.csv,45,2013-04-13,1825,16,7,0.4375
2012-13,EC_elo.csv,46,2013-04-20,1825,12,8,0.6666666666666666
2013-14,EC_elo.csv,1,2013-08-10,1825,12,7,0.5833333333333334
2013-14,EC_elo.csv,2,2013-08-13,1825,12,5,0.4166666666666667
2013-14,EC_elo.csv,3,2013-08-17,1825,12,5,0.4166666666666667
2013-14,EC_elo.csv,4,2013-08-24,1825,12,6,0.5
2013-14,EC_elo.csv,5,2013-08-26,1825,12,5,0.4166666666666667
2013-14,EC_elo.csv,6,2013-08-31,1825,12,6,0.5
2013-14,EC_elo.csv,7,2013-09-07,1825,12,7,0.5833333333333334
2013-14,EC_elo.csv,8,2013-09-13,1825,12,6,0.5
2013-14,EC_elo.csv,9,2013-09-17,1825,12,8,0.6666666666666666
2013-14,EC_elo.csv,10,2013-09-21,1825,12,7,0.5833333333333334
2013-14,EC_elo.csv,11,2013-09-24,1825,12,9,0.75
2013-14,EC_elo.csv,12,2013-09-27,1825,12,8,0.6666666666666666
2013-14,EC_elo.csv,13,2013-10-05,1825,12,7,0.5833333333333334
2013-14,EC_elo.csv,14,2013-10-08,1825,12,3,0.25
2013-14,EC_elo.csv,15,2013-10-12,1825,12,5,0.4166666666666667
2013-14,EC_elo.csv,16,2013-10-17,1825,12,8,0.6666666666666666
2013-14,EC_elo.csv,17,2013-10-31,1825,12,6,0.5
2013-14,EC_elo.csv,18,2013-11-09,1825,10,6,0.6
2013-14,EC_elo.csv,19,2013-11-12,1825,12,8,0.6666666666666666
2013-14,EC_elo.csv,20,2013-11-16,1825,11,8,0.7272727272727273
2013-14,EC_elo.csv,21,2013-11-23,1825,12,8,0.6666666666666666
2013-14,EC_elo.csv,22,2013-11-26,1825,10,3,0.3
2013-14,EC_elo.csv,23,2013-12-07,1825,12,8,0.6666666666666666
2013-14,EC_elo.csv,24,2013-12-14,1825,11,5,0.45454545454545453
2013-14,EC_elo.csv,25,2013-12-21,1825,11,6,0.5454545454545454
2013-14,EC_elo.csv,26,2013-12-26,1825,10,8,0.8
2013-14,EC_elo.csv,27,2014-01-01,1825,9,4,0.4444444444444444
2013-14,EC_elo.csv,28,2014-01-04,1825,12,9,0.75
2013-14,EC_elo.csv,29,2014-01-07,1825,11,5,0.45454545454545453
2013-14,EC_elo.csv,30,2014-01-18,1825,12,5,0.4166666666666667
2013-14,EC_elo.csv,31,2014-01-25,1825,12,6,0.5
2013-14,EC_elo.csv,32,2014-02-01,1825,10,4,0.4
2013-14,EC_elo.csv,33,2014-02-04,1825,16,8,0.5
2013-14,EC_elo.csv,34,2014-02-13,1825,13,7,0.5384615384615384
2013-14,EC_elo.csv,35,2014-03-01,1825,12,4,0.3333333333333333
2013-14,EC_elo.csv,36,2014-03-07,1825,13,9,0.6923076923076923
2013-14,EC_elo.csv,37,2014-03-11,1825,12,5,0.4166666666666667
2013-14,EC_elo.csv,38,2014-03-15,1825,12,7,0.5833333333333334
2013-14,EC_elo.csv,39,2014-03-18,1825,15,7,0.4666666666666667
2013-14,EC_elo.csv,40,2014-03-22,1825,13,8,0.6153846153846154
2013-14,EC_elo.csv,41,2014-03-29,1825,14,5,0.35714285714285715
2013-14,EC_elo.csv,42,2014-04-05,1825,11,4,0.36363636363636365
2013-14,EC_elo.csv,43,2014-04-12,1825,16,8,0.5
2013-14,EC_elo.csv,44,2014-04-18,1825,12,7,0.5833333333333334
2013-14,EC_elo.csv,45,2014-04-21,1825,12,5,0.4166666666666667
2013-14,EC_elo.csv,46,2014-04-26,1825,12,5,0.4166666666666667
2014-15,EC_elo.csv,1,2014-08-09,1825,12,3,0.25
2014-15,EC_elo.csv,2,2014-08-12,1825,12,9,0.75
2014-15,EC_elo.csv,3,2014-08-16,1825,12,5,0.4166666666666667
2014-15,EC_elo.csv,4,2014-08-22,1825,12,5,0.4166666666666667
2014-15,EC_elo.csv,5,2014-08-25,1825,12,7,0.5833333333333334
2014-15,EC_elo.csv,6,2014-08-30,1825,12,6,0.5
2014-15,EC_elo.csv,7,2014-09-06,1825,12,11,0.9166666666666666
2014-15,EC_elo.csv,8,2014-09-09,1825,12,4,0.3333333333333333
2014-15,EC_elo.csv,9,2014-09-13,1825,12,4,0.3333333333333333
2014-15,EC_elo.csv,10,2014-09-16,1825,12,7,0.5833333333333334
2014-15,EC_elo.csv,11,2014-09-20,1825,12,10,0.8333333333333334
2014-15,EC_elo.csv,12,2014-09-27,1825,12,5,0.4166666666666667
2014-15,EC_elo.csv,13,2014-09-30,1825,12,6,0.5
2014-15,EC_elo.csv,14,2014-10-04,1825,12,6,0.5
2014-15,EC_elo.csv,15,2014-10-07,1825,10,7,0.7
2014-15,EC_elo.csv,16,2014-10-11,1825,12,5,0.4166666666666667
2014-15,EC_elo.csv,17,2014-10-18,1825,12,5,0.4166666666666667
2014-15,EC_elo.csv,18,2014-10-21,1825,12,6,0.5
2014-15,EC_elo.csv,19,2014-11-01,1825,9,3,0.3333333333333333
2014-15,EC_elo.csv,20,2014-11-11,1825,14,4,0.2857142857142857
2014-15,EC_elo.csv,21,2014-11-15,1825,10,4,0.4
2014-15,EC_elo.csv,22,2014-11-22,1825,12,6,0.5
2014-15,EC_elo.csv,23,2014-11-25,1825,11,8,0.7272727272727273
2014-15,EC_elo.csv,24,2014-11-29,1825,12,7,0.5833333333333334
2014-15,EC_elo.csv,25,2014-12-06,1825,12,6,0.5
2014-15,EC_elo.csv,26,2014-12-19,1825,12,7,0.5833333333333334
2014-15,EC_elo.csv,27,2014-12-26,1825,13,3,0.23076923076923078
2014-15,EC_elo.csv,28,2014-12-28,1825,8,3,0.375
2014-15,EC_elo.csv,29,2015-01-01,1825,13,4,0.3076923076923077
2014-15,EC_elo.csv,30,2015-01-04,1825,13,7,0.5384615384615384
2014-15,EC_elo.csv,31,2015-01-17,1825,11,6,0.5454545454545454
2014-15,EC_elo.csv,32,2015-01-24,1825,13,10,0.7692307692307693
2014-15,EC_elo.csv,33,2015-01-31,1825,11,7,0.6363636363636364
2014-15,EC_elo.csv,34,2015-02-14,1825,9,1,0.1111111111111111
2014-15,EC_elo.csv,35,2015-02-21,1825,13,6,0.46153846153846156
2014-15,EC_elo.csv,36,2015-02-24,1825,13,9,0.6923076923076923
2014-15,EC_elo.csv,37,2015-02-28,1825,11,1,0.09090909090909091
2014-15,EC_elo.csv,38,2015-03-07,1825,15,3,0.2
2014-15,EC_elo.csv,39,2015-03-14,1825,13,5,0.38461538461538464
2014-15,EC_elo.csv,40,2015-03-20,1825,14,7,0.5
2014-15,EC_elo.csv,41,2015-03-28,1825,12,4,0.3333333333333333
2014-15,EC_elo.csv,42,2015-04-03,1825,14,6,0.42857142857142855
2014-15,EC_elo.csv,43,2015-04-06,1825,10,6,0.6
2014-15,EC_elo.csv,44,2015-04-11,1825,15,10,0.6666666666666666
2014-15,EC_elo.csv,45,2015-04-18,1825,13,3,0.23076923076923078
2014-15,EC_elo.csv,46,2015-04-25,1825,12,8,0.6666666666666666
2015-16,EC_elo.csv,1,2015-08-08,1825,12,8,0.6666666666666666
2015-16,EC_elo.csv,2,2015-08-11,1825,12,7,0.5833333333333334
2015-16,EC_elo.csv,3,2015-08-15,1825,12,8,0.6666666666666666
2015-16,EC_elo.csv,4,2015-08-18,1825,12,3,0.25
2015-16,EC_elo.csv,5,2015-08-22,1825,12,7,0.5833333333333334
2015-16,EC_elo.csv,6,2015-08-29,1825,12,5,0.4166666666666667
2015-16,EC_elo.csv,7,2015-08-31,1825,12,8,0.6666666666666666
2015-16,EC_elo.csv,8,2015-09-05,1825,12,6,0.5
2015-16,EC_elo.csv,9,2015-09-12,1825,12,7,0.5833333333333334
2015-16,EC_elo.csv,10,2015-09-15,1825,12,6,0.5
2015-16,EC_elo.csv,11,2015-09-18,1825,12,2,0.16666666666666666
2015-16,EC_elo.csv,12,2015-09-22,1825,12,3,0.25
2015-16,EC_elo.csv,13,2015-09-25,1825,12,5,0.4166666666666667
2015-16,EC_elo.csv,14,2015-10-02,1825,12,4,0.3333333333333333
2015-16,EC_elo.csv,15,2015-10-06,1825,10,4,0.4
2015-16,EC_elo.csv,16,2015-10-10,1825,12,7,0.5833333333333334
2015-16,EC_elo.csv,17,2015-10-13,1825,12,4,0.3333333333333333
2015-16,EC_elo.csv,18,2015-10-17,1825,12,3,0.25
2015-16,EC_elo.csv,19,2015-10-30,1825,12,5,0.4166666666666667
2015-16,EC_elo.csv,20,2015-11-07,1825,10,5,0.5
2015-16,EC_elo.csv,21,2015-11-10,1825,12,6,0.5
2015-16,EC_elo.csv,22,2015-11-14,1825,12,6,0.5
2015-16,EC_elo.csv,23,2015-11-21,1825,11,7,0.6363636363636364
2015-16,EC_elo.csv,24,2015-11-28,1825,11,6,0.5454545454545454
2015-16,EC_elo.csv,25,2015-12-05,1825,12,4,0.3333333333333333
2015-16,EC_elo.csv,26,2015-12-19,1825,11,7,0.6363636363636364
2015-16,EC_elo.csv,27,2015-12-26,1825,12,8,0.6666666666666666
2015-16,EC_elo.csv,28,2015-12-28,1825,10,2,0.2
2015-16,EC_elo.csv,29,2016-01-02,1825,12,4,0.3333333333333333
2015-16,EC_elo.csv,30,2016-01-09,1825,14,4,0.2857142857142857
2015-16,EC_elo.csv,31,2016-01-23,1825,9,5,0.5555555555555556
2015-16,EC_elo.csv,32,2016-01-30,1825,13,5,0.38461538461538464
2015-16,EC_elo.csv,33,2016-02-06,1825,13,6,0.46153846153846156
2015-16,EC_elo.csv,34,2016-02-13,1825,9,5,0.5555555555555556
2015-16,EC_elo.csv,35,2016-02-20,1825,13,5,0.38461538461538464
2015-16,EC_elo.csv,36,2016-02-27,1825,15,7,0.4666666666666667
2015-16,EC_elo.csv,37,2016-03-04,1825,13,7,0.5384615384615384
